Sex,Diet,Transport,Vehicle Monthly Distance Km,CarbonEmission
female,vegetarian,walk/bicycle,16,1936
male,pescatarian,private,9686,6738
female,vegan,private,5674,1809
male,vegetarian,public,1425,897
female,vegan,public,316,982
female,omnivore,private,3881,2166
female,vegetarian,private,1019,1921
female,omnivore,private,2825,2180
male,omnivore,walk/bicycle,87,1468
male,pescatarian,walk/bicycle,56,1793
male,pescatarian,public,1427,1277
male,vegan,private,5380,4255
male,pescatarian,public,880,2352
male,omnivore,public,1488,1592
female,omnivore,walk/bicycle,55,3657
male,omnivore,walk/bicycle,37,2693
female,omnivore,walk/bicycle,7,2558
female,vegetarian,private,9664,4497
male,omnivore,walk/bicycle,50,2241
female,omnivore,private,1363,1434
female,vegan,public,1664,1101
female,vegan,public,1110,1816
male,vegetarian,private,7243,3575
female,vegan,public,337,1499
female,vegan,walk/bicycle,88,1703
female,pescatarian,private,8977,5667
male,pescatarian,walk/bicycle,64,1884
female,vegetarian,walk/bicycle,50,3060
female,pescatarian,walk/bicycle,95,2009
female,vegan,private,4842,3299
male,vegetarian,walk/bicycle,60,2277
male,omnivore,public,1436,3295
female,vegan,private,7300,4584
male,pescatarian,walk/bicycle,18,2384
female,omnivore,public,1153,876
male,pescatarian,private,1335,4063
male,pescatarian,walk/bicycle,65,1164
female,vegan,public,1783,2129
female,vegan,walk/bicycle,31,2193
female,vegetarian,public,309,1801
female,omnivore,public,1894,3404
female,vegan,private,8111,2347
female,vegetarian,private,3825,2864
female,pescatarian,public,1424,1302
female,omnivore,private,4685,3370
male,vegetarian,public,446,2057
female,vegetarian,private,6808,3549
male,omnivore,private,6469,3792
female,vegan,public,1735,2897
male,omnivore,public,93,961
female,vegetarian,walk/bicycle,15,1023
male,vegetarian,private,8848,2070
male,vegan,walk/bicycle,11,1059
male,vegetarian,public,1690,2220
male,vegan,public,1724,1897
male,pescatarian,walk/bicycle,95,2007
male,vegan,private,5902,2357
female,omnivore,walk/bicycle,3,990
female,pescatarian,private,2883,2161
female,omnivore,walk/bicycle,12,1603
male,pescatarian,walk/bicycle,51,2592
male,vegetarian,walk/bicycle,30,1148
male,pescatarian,walk/bicycle,11,3194
male,vegan,private,2829,2573
female,vegetarian,private,8948,1460
female,omnivore,public,137,1858
male,omnivore,public,743,3929
male,vegan,private,553,1929
male,vegetarian,private,180,3227
female,omnivore,public,453,2305
male,vegetarian,public,1400,2743
male,omnivore,walk/bicycle,42,1442
female,omnivore,walk/bicycle,73,1576
male,omnivore,walk/bicycle,43,2469
male,pescatarian,private,9514,1616
female,omnivore,walk/bicycle,74,1714
male,vegan,private,3147,1626
male,vegetarian,walk/bicycle,6,2662
male,omnivore,walk/bicycle,85,485
female,pescatarian,walk/bicycle,46,623
female,vegetarian,walk/bicycle,37,1867
male,omnivore,private,9408,4787
female,omnivore,walk/bicycle,57,1233
female,vegan,walk/bicycle,22,2293
female,omnivore,public,243,1206
male,omnivore,private,122,2474
female,pescatarian,public,1030,1922
female,omnivore,walk/bicycle,20,2672
male,pescatarian,private,3428,2679
male,omnivore,walk/bicycle,48,1908
male,omnivore,walk/bicycle,31,1264
female,vegan,private,1122,1302
female,omnivore,public,379,1353
male,omnivore,private,6645,6160
male,pescatarian,private,8241,4680
female,pescatarian,walk/bicycle,33,960
female,pescatarian,private,1262,2032
male,pescatarian,public,1777,2930
male,omnivore,public,1794,2288
female,vegetarian,public,420,2808
male,omnivore,walk/bicycle,96,1673
female,omnivore,walk/bicycle,57,991
male,omnivore,private,3362,3301
male,vegan,public,1451,1210
female,vegetarian,walk/bicycle,36,1917
female,omnivore,private,1955,3268
male,pescatarian,walk/bicycle,68,1725
female,vegan,walk/bicycle,92,1841
female,vegan,walk/bicycle,55,1853
male,omnivore,private,9895,5935
male,vegan,public,1219,2382
female,pescatarian,private,2972,2635
female,pescatarian,private,1246,1141
male,vegetarian,walk/bicycle,52,1460
female,vegetarian,walk/bicycle,34,1991
female,vegan,walk/bicycle,42,783
male,vegan,public,296,3536
female,omnivore,private,9832,3738
female,omnivore,walk/bicycle,50,1650
female,omnivore,walk/bicycle,2,1959
female,pescatarian,walk/bicycle,6,2986
male,vegan,walk/bicycle,24,2033
female,omnivore,walk/bicycle,32,2176
female,omnivore,private,9071,4050
male,vegan,private,1617,2947
female,pescatarian,walk/bicycle,54,1070
male,vegan,private,9385,5449
male,pescatarian,public,432,1159
male,omnivore,public,26,2011
male,vegan,private,4195,3422
male,pescatarian,private,9346,4401
male,omnivore,public,1364,1484
male,vegan,walk/bicycle,64,1520
male,vegan,walk/bicycle,74,2079
female,omnivore,public,448,1586
male,pescatarian,private,8975,5477
male,vegetarian,private,661,2207
male,vegetarian,private,2148,2389
male,vegetarian,walk/bicycle,95,2716
female,pescatarian,private,7893,3923
female,vegetarian,private,8691,2421
female,pescatarian,public,1159,2334
female,vegan,walk/bicycle,13,1866
male,vegetarian,public,1798,1680
male,vegan,walk/bicycle,67,2958
male,vegetarian,public,1660,2701
female,pescatarian,public,654,1877
female,vegan,private,9722,5186
female,vegetarian,public,1263,1644
female,pescatarian,public,600,1152
male,pescatarian,walk/bicycle,8,1611
male,omnivore,public,1536,2579
female,vegan,walk/bicycle,50,590
male,vegan,walk/bicycle,66,3093
male,vegetarian,public,1601,1647
male,vegan,private,6022,2002
female,omnivore,private,6826,3197
male,vegan,private,9839,3931
male,vegan,public,618,2166
male,pescatarian,private,6775,1172
male,pescatarian,private,5792,1846
female,vegetarian,walk/bicycle,88,1351
female,vegetarian,walk/bicycle,39,803
male,omnivore,walk/bicycle,68,1098
female,vegetarian,public,1824,1761
male,vegan,private,6775,1808
female,vegan,walk/bicycle,90,1873
female,vegetarian,private,1315,1153
female,pescatarian,walk/bicycle,94,1637
female,omnivore,public,1931,2245
female,pescatarian,public,465,1942
female,omnivore,public,766,2836
male,pescatarian,walk/bicycle,44,1928
female,vegan,public,1740,1788
female,pescatarian,public,1168,1887
male,pescatarian,walk/bicycle,62,2983
male,pescatarian,walk/bicycle,54,1522
female,pescatarian,private,8921,4184
female,vegetarian,walk/bicycle,32,737
male,pescatarian,public,674,1256
female,omnivore,walk/bicycle,4,1756
male,vegan,walk/bicycle,13,1747
male,vegetarian,private,3929,2020
male,vegan,public,455,1740
male,vegan,public,795,1281
female,omnivore,walk/bicycle,83,1809
female,pescatarian,private,7298,1968
male,vegetarian,walk/bicycle,90,1332
female,vegetarian,walk/bicycle,93,1491
male,omnivore,walk/bicycle,43,2062
male,vegetarian,walk/bicycle,10,1819
male,omnivore,public,451,1615
male,pescatarian,walk/bicycle,92,1560
male,pescatarian,public,824,1140
female,omnivore,private,6011,2152
female,pescatarian,walk/bicycle,8,774
male,vegetarian,private,6580,1379
male,pescatarian,private,3694,1511
female,pescatarian,public,287,1910
female,vegan,walk/bicycle,87,1517
female,omnivore,walk/bicycle,88,1556
male,vegan,private,7368,2584
female,vegetarian,walk/bicycle,51,1857
male,vegetarian,public,1185,2592
male,vegan,walk/bicycle,19,1354
male,vegetarian,private,5267,3376
female,pescatarian,private,5321,3386
female,vegetarian,walk/bicycle,52,920
female,pescatarian,walk/bicycle,69,1484
male,vegetarian,public,1759,2861
female,omnivore,walk/bicycle,81,2064
male,vegan,walk/bicycle,98,2132
male,vegan,public,118,865
male,pescatarian,public,192,2436
male,vegan,public,1843,1757
male,vegetarian,private,1635,2501
male,vegetarian,public,1464,2753
female,omnivore,private,9658,2218
female,omnivore,private,7843,2483
male,vegetarian,public,612,2106
male,vegan,walk/bicycle,37,3127
male,vegan,private,4226,3045
female,pescatarian,public,249,2023
male,vegan,public,1107,2366
female,pescatarian,public,1704,3933
female,pescatarian,public,420,1172
male,pescatarian,private,4472,2989
female,vegan,private,101,1650
male,omnivore,public,996,2255
female,vegan,public,32,1325
male,omnivore,private,746,3380
male,vegan,private,2638,2318
male,vegetarian,walk/bicycle,9,1448
male,pescatarian,public,1902,3585
male,pescatarian,private,7788,4882
female,vegetarian,public,1939,1500
female,pescatarian,private,2512,2015
male,pescatarian,public,686,4542
male,vegetarian,walk/bicycle,41,2030
male,omnivore,walk/bicycle,68,2398
female,vegetarian,public,430,1678
female,vegetarian,public,1016,2688
male,omnivore,private,2597,2259
male,vegan,walk/bicycle,54,3281
male,vegan,private,3729,3560
female,vegan,public,1067,2080
female,pescatarian,walk/bicycle,24,1555
male,pescatarian,public,1499,3555
female,omnivore,public,191,1095
male,omnivore,walk/bicycle,46,2777
female,omnivore,walk/bicycle,66,1761
female,pescatarian,public,1818,1737
female,pescatarian,walk/bicycle,33,1255
male,pescatarian,public,1193,1952
female,pescatarian,walk/bicycle,75,2330
female,vegetarian,public,1712,1617
male,vegan,walk/bicycle,65,3033
male,pescatarian,private,7590,2514
male,pescatarian,private,7943,4014
male,omnivore,public,104,1095
female,vegan,walk/bicycle,32,1974
male,vegetarian,public,622,1707
male,vegetarian,private,4700,1933
male,pescatarian,walk/bicycle,71,2742
female,pescatarian,private,7398,2282
male,vegan,private,8656,3680
male,omnivore,walk/bicycle,14,1342
female,pescatarian,private,3826,2045
male,omnivore,public,825,1950
female,pescatarian,public,417,2569
female,omnivore,walk/bicycle,27,1582
male,omnivore,private,9767,5145
female,vegetarian,walk/bicycle,44,1082
male,pescatarian,walk/bicycle,7,2637
male,omnivore,walk/bicycle,21,2937
female,omnivore,public,1615,2095
female,omnivore,public,1078,2056
female,vegetarian,private,8877,4231
male,vegetarian,walk/bicycle,49,1634
male,vegan,walk/bicycle,66,1737
male,omnivore,private,5539,2686
female,omnivore,walk/bicycle,87,2703
male,pescatarian,public,555,1262
male,vegetarian,private,8026,6176
male,vegetarian,private,6134,1864
female,omnivore,walk/bicycle,50,538
female,pescatarian,walk/bicycle,40,1530
female,vegetarian,walk/bicycle,21,691
male,pescatarian,public,511,1182
female,vegetarian,public,344,1638
female,vegan,public,436,998
male,omnivore,public,673,2726
male,pescatarian,private,6571,4038
male,vegetarian,walk/bicycle,14,1396
female,vegetarian,walk/bicycle,18,1575
male,pescatarian,private,8457,4729
female,omnivore,private,2463,1780
male,vegetarian,public,145,1376
female,vegan,public,1763,1813
female,pescatarian,public,688,2002
male,vegan,private,1170,1208
female,pescatarian,private,5102,3166
female,vegan,walk/bicycle,91,1134
female,pescatarian,walk/bicycle,39,974
female,omnivore,private,2222,2009
female,pescatarian,walk/bicycle,86,1418
male,omnivore,walk/bicycle,1,926
female,vegetarian,walk/bicycle,32,793
male,vegetarian,public,1941,1571
female,vegan,private,9623,3200
male,omnivore,private,6726,3362
female,omnivore,public,626,2262
male,vegan,public,1257,2787
male,vegetarian,walk/bicycle,10,3451
male,pescatarian,private,4206,2629
male,omnivore,walk/bicycle,1,1302
male,omnivore,private,7185,3859
female,pescatarian,private,3225,1878
male,vegetarian,public,843,947
female,vegan,walk/bicycle,3,2005
female,omnivore,public,8,3316
male,vegan,private,4362,5279
female,omnivore,walk/bicycle,69,1259
male,omnivore,private,8046,4552
male,vegan,private,6852,2225
male,pescatarian,walk/bicycle,57,2039
male,omnivore,private,7926,5735
male,vegan,private,5391,2866
female,vegetarian,walk/bicycle,19,2014
female,vegetarian,private,3775,3617
male,pescatarian,public,1532,1404
female,vegetarian,walk/bicycle,5,1664
male,vegetarian,public,737,2598
male,vegan,public,1587,1153
female,vegetarian,private,59,2754
female,vegan,public,1010,2860
male,vegan,walk/bicycle,30,939
female,pescatarian,private,9745,2760
female,vegetarian,private,3201,2358
female,omnivore,private,3228,2139
male,omnivore,private,9599,4974
male,vegan,public,1326,1739
female,vegetarian,walk/bicycle,54,984
male,omnivore,private,7188,4546
male,omnivore,walk/bicycle,85,2950
male,vegan,walk/bicycle,34,2635
male,vegetarian,public,1041,913
female,pescatarian,private,5833,2099
female,omnivore,private,112,2268
male,vegan,walk/bicycle,2,1466
female,vegetarian,private,7989,4056
female,vegan,walk/bicycle,12,2424
male,omnivore,private,4553,3016
male,vegan,public,1613,2672
female,vegan,walk/bicycle,86,847
female,vegan,public,1789,868
male,omnivore,walk/bicycle,27,1382
female,omnivore,private,9242,2680
male,pescatarian,walk/bicycle,22,1116
male,vegetarian,walk/bicycle,10,1710
female,omnivore,walk/bicycle,23,2752
male,pescatarian,public,885,1781
male,vegetarian,public,87,1415
male,vegetarian,private,2660,2265
female,omnivore,walk/bicycle,14,1393
male,omnivore,private,4416,2947
male,omnivore,public,1364,2413
male,vegan,public,1116,2704
female,vegan,public,1060,1162
male,vegan,private,6246,2265
male,vegetarian,private,5866,4035
male,vegan,private,7978,2306
female,omnivore,private,4093,1842
male,omnivore,walk/bicycle,24,1803
male,vegetarian,walk/bicycle,90,938
male,pescatarian,walk/bicycle,43,2800
female,pescatarian,public,323,1472
male,omnivore,walk/bicycle,73,1926
male,vegetarian,private,9584,4625
female,vegetarian,private,5899,1567
female,vegan,public,892,1598
female,omnivore,walk/bicycle,86,932
male,vegetarian,public,1374,1094
female,omnivore,private,4312,1272
male,vegan,private,6482,4561
male,vegetarian,walk/bicycle,92,2150
male,vegan,public,367,2310
female,omnivore,walk/bicycle,6,1782
female,vegan,private,9598,4209
male,vegetarian,private,2580,2830
female,pescatarian,walk/bicycle,59,2066
female,pescatarian,private,3026,2404
male,pescatarian,private,7023,4846
male,vegetarian,walk/bicycle,93,1611
female,pescatarian,walk/bicycle,74,1125
male,pescatarian,private,4376,4335
male,vegetarian,public,1264,866
female,vegan,public,1580,1348
male,vegetarian,walk/bicycle,64,1741
male,omnivore,walk/bicycle,55,2896
female,pescatarian,public,1338,2409
female,vegetarian,public,772,663
male,vegetarian,walk/bicycle,27,2096
female,omnivore,private,2311,3683
female,vegetarian,private,1834,1713
male,pescatarian,walk/bicycle,35,1529
female,omnivore,private,954,2387
female,vegetarian,private,5093,3913
male,omnivore,private,9062,4068
female,omnivore,private,9799,3149
female,vegetarian,private,7719,3676
female,pescatarian,public,488,1745
female,pescatarian,private,5122,3135
female,pescatarian,private,8771,4156
male,omnivore,walk/bicycle,76,2033
female,vegan,public,1937,920
female,vegan,public,902,2902
male,vegetarian,private,7201,4513
female,pescatarian,private,3280,1350
female,vegetarian,private,1349,1630
female,vegan,public,994,1509
female,pescatarian,public,1903,4068
female,vegetarian,walk/bicycle,6,2578
female,vegetarian,private,626,2448
male,vegetarian,public,431,2660
male,vegan,walk/bicycle,60,2046
female,omnivore,walk/bicycle,73,1519
female,pescatarian,private,7703,5162
female,pescatarian,public,1366,782
male,vegetarian,private,9611,4215
female,vegetarian,public,839,3865
male,pescatarian,walk/bicycle,77,2376
male,vegetarian,walk/bicycle,77,1592
female,vegan,walk/bicycle,77,1351
male,vegetarian,walk/bicycle,69,2722
female,vegan,public,1484,1593
female,vegetarian,public,362,1247
female,vegetarian,walk/bicycle,30,2229
male,vegan,walk/bicycle,13,3009
female,vegetarian,private,1219,783
female,omnivore,public,1802,1538
female,vegan,public,1523,2326
male,vegetarian,public,609,2762
male,vegan,public,1331,2676
female,vegan,private,654,1515
female,omnivore,walk/bicycle,45,2232
male,pescatarian,walk/bicycle,67,2090
female,pescatarian,private,8869,4116
male,vegetarian,walk/bicycle,0,1642
female,omnivore,public,670,1536
